date,year,filer,deal_type,type_group,usd_mm,mw,n,headline,url
2024-08-07,2024,EQUINIX INC,Acquisition,Acquisition,180.0,,1,"Equinix Q2 2024 results: ~$180mm acquisition of three Philippines data centers from Total Information Management, formation of Americas xScale JV with SV12x contributed, 17 MW of new xScale leasing and >200-acre Atlanta campus land purchase",https://www.sec.gov/Archives/edgar/data/1101239/000162828024035620/eqix-063024xpruploadhyperl.htm
2024-08-01,2024,"CalEthos, Inc.",Development Agreement,Other,,420.0,1,"CalEthos signs option agreement to purchase 315 acres in Lithium Valley (Imperial County, CA) for a planned clean-energy data center campus with a 420 MW first phase",https://www.sec.gov/Archives/edgar/data/1174891/000149315224029802/ex99-1.htm
2024-08-01,2024,IRON MOUNTAIN INC,Lease,Lease,,66.0,1,"Iron Mountain leases 66 MW of data center capacity in Q2 2024 (97 MW in 1H), raising its full-year 2024 leasing projection to 130 MW; 305.5 MW under construction 96% pre-leased, led by Northern Virginia VA-3/VA-4/VA-5/VA-6/VA-7",https://www.sec.gov/Archives/edgar/data/1020569/000102056924000208/q22024srp-final4.htm
2024-08-01,2024,AES CORP,Power Purchase Agreement,Other,,2200.0,1,"AES signs 2.2 GW of new agreements with data center hyperscalers: 1.2 GW of new data center load at its US utilities, 15-year PPAs for 727 MW of wind and solar for Texas data centers, and a 310 MW retail supply agreement for Ohio data centers",https://www.sec.gov/Archives/edgar/data/874761/000087476124000056/q22024earningsreleaseexs.htm
2024-07-25,2024,"DIGITAL REALTY TRUST, INC.",Joint Venture,Joint Venture,388.0,,1,"Digital Realty sells 75% of a third stabilized Chicago hyperscale data center into its GI Partners JV for ~$388mm, sells additional 24.9% Frankfurt stake to Digital Core REIT for EUR117mm, and closes $200mm purchase of two Slough (west London) data centers totaling 15 MW",https://www.sec.gov/Archives/edgar/data/1297996/000155837024010180/dlr-20240725xex99d1.htm
2024-06-24,2024,Cartica Acquisition Corp,SPAC Merger,Other,4200.0,33.0,1,"Cartica Acquisition Corp agrees to SPAC business combination with Nidar Infrastructure (Yotta), India's Tier III/IV AI data center and GPU cloud operator, at ~$4.2bn implied pro forma enterprise value with a $500mm PIPE",https://www.sec.gov/Archives/edgar/data/1848437/000110465924074337/tm2417925d1_ex99-2.htm
2024-06-12,2024,"Core Scientific, Inc./tx",Hosting/Colocation Agreement,Other,3500.0,200.0,1,Core Scientific investor day details definitive 12-year HPC hosting agreements with CoreWeave for ~200 MW of HPC capacity (~280 MW gross) worth ~$3.5bn cumulative revenue,https://www.sec.gov/Archives/edgar/data/1839341/000162828024027821/corescientificinvestorda.htm
2024-05-22,2024,"Soluna Holdings, Inc",Power Purchase Agreement,Other,,166.0,1,"Soluna signs power purchase agreement with EDF Renewables and Masdar for Project Kati, a two-phase 166 MW wind-co-located data center in Texas; also discloses a $1mm equipment loan and up to $30mm Spring Lane commitment for Dorothy 2",https://www.sec.gov/Archives/edgar/data/64463/000149315224021002/ex99-4.htm
2024-05-09,2024,"CLEANSPARK, INC.",Acquisition,Acquisition,18.75,75.0,1,"CleanSpark agrees to buy two Cheyenne, Wyoming bitcoin mining sites (75 MW, ~17 acres) from MineOne Wyoming Data Center for $18.75mm plus up to $13.75mm contingent on securing an additional 55 MW",https://www.sec.gov/Archives/edgar/data/827876/000095017024056937/clsk-20240508.htm
2024-05-08,2024,"Core Scientific, Inc./tx",Hosting/Colocation Agreement,Other,,16.0,1,Core Scientific Q1 2024 results: delivered 16 MW of data center infrastructure to a high-performance compute hosting customer ahead of schedule and is in discussions to convert >500 MW of its 745 MW owned infrastructure to HPC hosting,https://www.sec.gov/Archives/edgar/data/1839341/000162828024021714/q12024corescientificinc-ea.htm
2024-05-08,2024,EQUINIX INC,Lease,Lease,,48.0,1,"Equinix Q1 2024 earnings release: pre-leased an incremental 48 MW of xScale capacity at Frankfurt 10 and Osaka 4/5, announced first US xScale JV with PGIM Real Estate (SV12x, Silicon Valley), purchased its Dublin 2, Mumbai 2 and Stockholm 3 IBX facilities, and signed its first Asia-Pacific renewable PPA in Australia",https://www.sec.gov/Archives/edgar/data/1101239/000162828024021695/eqix-033124xpr8kupload.htm
2024-05-02,2024,"DIGITAL REALTY TRUST, INC.",Sale/Divestiture,Other,388.0,48.0,1,"Digital Realty sells 75% interest in a stabilized Chicago hyperscale data center to GI Partners for ~$388mm (6.5% cap rate), forms JV with Mitsubishi Corp for two 48 MW build-to-suit Dallas data centers ($200mm for 65%), and sells additional 24.9% of Frankfurt facility to Digital Core REIT for ~$129mm",https://www.sec.gov/Archives/edgar/data/1297996/000155837024006558/dlr-20240502xex99d1.htm
2024-03-18,2024,"MARATHON DIGITAL HOLDINGS, INC.",Acquisition,Acquisition,87.3,,1,"Marathon Digital agrees to acquire the Garden City, Texas data center it currently uses from Applied Digital subsidiary APLD - Rattlesnake Den I for ~$87.3mm, assuming the ground lease",https://www.sec.gov/Archives/edgar/data/1507605/000149315224010217/form8-k.htm
2024-03-12,2024,"Core Scientific, Inc./tx",Hosting/Colocation Agreement,Other,100.0,16.0,1,"Core Scientific FY2023 earnings deck highlights HPC hosting contract with CoreWeave for up to 16 MW at its Austin, TX data center worth more than $100mm over a multi-year period",https://www.sec.gov/Archives/edgar/data/1839341/000162828024010544/finalcorzfy2023earningsp.htm
2024-03-05,2024,TERAWULF INC.,Other,Other,,50.0,1,TeraWulf exercises option to add 50 MW at the Nautilus nuclear-powered facility in Pennsylvania (to 100 MW total) following Talen's sale of the adjacent Cumulus data center campus to Amazon Web Services,https://www.sec.gov/Archives/edgar/data/1083301/000108330124000051/wulfnautiluspr03-04x24vf.htm
2024-02-14,2024,EQUINIX INC,Lease,Lease,,90.0,1,"Equinix Q4 2023 earnings release reports record 90 MW of xScale hyperscale leasing across six assets in EMEA and APAC, bringing total xScale leasing to 300 MW",https://www.sec.gov/Archives/edgar/data/1101239/000162828024004799/eqix-123123xpr8kupload.htm
2023-12-07,2023,"DIGITAL REALTY TRUST, INC.",Joint Venture,Joint Venture,700.0,500.0,1,"Digital Realty forms $7 billion hyperscale development JV with Blackstone (80/20) for four campuses / ~500 MW in Frankfurt, Paris and Northern Virginia, with Blackstone contributing ~$700 million",https://www.sec.gov/Archives/edgar/data/1297996/000155837023019629/dlr-20231207x8k.htm
2023-11-13,2023,REALTY INCOME CORP,Joint Venture,Joint Venture,200.0,16.0,1,"Realty Income invests ~$200mm for an 80% interest in a Digital Realty build-to-suit JV developing two Northern Virginia data centers with 16 MW initial capacity expandable to 48 MW, 100% pre-leased to an S&P 100 investment-grade tenant",https://www.sec.gov/Archives/edgar/data/726728/000072672823000124/pressreleasenovember132023.htm
2023-10-26,2023,"DIGITAL REALTY TRUST, INC.",Land Acquisition,Other,49.0,50.0,1,"Digital Realty secures Marseille expansion land (MRS5 50-year right-of-use for 22 MW; MRS6 27 acres for EUR47mm supporting 50 MW) and sells non-core data centers in Watford, UK ($146mm) and Chantilly, VA ($43mm)",https://www.sec.gov/Archives/edgar/data/1297996/000155837023016866/dlr-20231026xex99d1.htm
2023-10-23,2023,Mawson Infrastructure Group Inc.,Hosting/Colocation Agreement,Other,,50.0,1,"Mawson Hosting signs Service Framework Agreement (dated Oct 12, 2023) to co-locate up to 50 MW / 15,876 bitcoin miners for Consensus Colocation PA LLC (CTG) at Mawson's Midland, Pennsylvania data center facility (re-filing of the exhibit filed Oct 19, 2023)",https://www.sec.gov/Archives/edgar/data/1218683/000101376223005547/ea187088ex10-1_mawson.htm
2023-10-16,2023,"Stronghold Digital Mining, Inc.",Other,Other,,,1,"Stronghold Digital Mining signs three-year Managed Services Agreement with Frontier Outpost 8 to monitor, operate and maintain its bitcoin mining data centers at the Panther Creek and Scrubgrass power plants in Pennsylvania",https://www.sec.gov/Archives/edgar/data/1856028/000114036123048352/ef20012640_8k.htm
2023-08-09,2023,"Riot Platforms, Inc.",Other,Other,,200.0,1,"Riot Q2 2023 results: long-term purchase agreement with MicroBT for 33,280 immersion-cooled miners (7.6 EH/s, option for 66,560 more) and order for 200 MW of Midas immersion cooling systems (option for 400 MW more) for its Corsicana, Texas facility",https://www.sec.gov/Archives/edgar/data/1167419/000116741923000021/riot-20230809xex99d1.htm
2023-07-27,2023,"DIGITAL REALTY TRUST, INC.",Joint Venture,Joint Venture,2043.0,,1,"Digital Realty forms hyperscale JVs selling 80% of three Northern Virginia data centers to TPG Real Estate (~$1.3bn gross proceeds) and 65% of two Chicago data centers to GI Partners (~$743mm), plus Amsterdam AMS7 buy-in and Texas data center sale",https://www.sec.gov/Archives/edgar/data/1297996/000155837023012400/dlr-20230727xex99d1.htm
2023-06-05,2023,"Cyxtera Technologies, Inc.",Sale/Divestiture,Other,,251.0,1,"Cyxtera cleansing presentation discloses Chapter 11 sale process under its RSA for its 60+ data center, 251 MW global colocation platform, with initial indications of interest received and lenders potentially taking majority ownership",https://www.sec.gov/Archives/edgar/data/1794905/000119312523160378/d497336dex992.htm
2023-05-03,2023,EQUINIX INC,Power Purchase Agreement,Other,50.0,345.0,1,"Equinix Q1 2023 results: signs 345 MW of long-term renewable PPAs in Spain to cover Barcelona and Madrid IBX data centers, invests $50M in new Montreal IBX, and has 10 xScale projects (>90 MW) underway",https://www.sec.gov/Archives/edgar/data/1101239/000095017023017163/eqix-ex99_1.htm
2023-04-27,2023,CORPORATE OFFICE PROPERTIES TRUST,Sale/Divestiture,Other,190.0,,1,"COPT Q1 2023 supplemental reports closed sale of a 90% interest in three fully-leased Northern Virginia data center shells (P2 A, B, C) for $190mm, retaining 10% via a new JV, with four more NoVA data center shells (838k sf, 100% leased) under development",https://www.sec.gov/Archives/edgar/data/860546/000086054623000015/copt03312023ex991.htm
2023-02-16,2023,"DIGITAL REALTY TRUST, INC.",Sale/Divestiture,Other,596.0,,1,"Digital Realty closes sale of a 25% interest in a Frankfurt data center to Digital Core REIT at a EUR558mm (~$596mm) valuation, generating ~$150mm net proceeds, alongside $55mm of land buys supporting 84 MW of future IT load",https://www.sec.gov/Archives/edgar/data/1297996/000155837023001449/dlr-20230216xex99d1.htm
2023-01-13,2023,Social Leverage Acquisition Corp I,SPAC Merger,Other,,,1,"Social Leverage Acquisition Corp I furnishes Needham conference transcript of its pending SPAC merger target W3BCLOUD, a Web3/HPC data center operator; no transaction terms disclosed in the document",https://www.sec.gov/Archives/edgar/data/1834755/000119312523008491/d287625dex992.htm
2022-11-09,2022,"Switch, Inc.",Acquisition,Acquisition,11000.0,,1,"Switch Q3 2022 results reaffirm pending ~$11bn all-cash take-private by DigitalBridge and IFM Investors at $34.25/share, expected to close Q4 2022; also signed 3 MW and 2 MW colocation expansions",https://www.sec.gov/Archives/edgar/data/1710583/000171058322000045/exhibit991pressreleasedate.htm
2022-10-26,2022,"DIGITAL REALTY TRUST, INC.",Acquisition,Acquisition,1700.0,,1,"Digital Realty completes ~$1.7bn acquisition of majority interest in Teraco (South Africa), signs agreement to sell 25% of Frankfurt data center to Digital Core REIT, and buys development land in Paris, Stockholm, Crete and Dallas",https://www.sec.gov/Archives/edgar/data/1297996/000155837022015409/dlr-20221026xex99d1.htm
2022-10-11,2022,Mawson Infrastructure Group Inc.,Sale/Divestiture,Other,40.0,80.0,1,"Mawson completes sale of its ~80 MW Sandersville, Georgia bitcoin mining facility and up to 6,468 ASICs to CleanSpark for up to ~$40 million",https://www.sec.gov/Archives/edgar/data/1218683/000121390022063019/ea166701ex99-1_mawson.htm
2022-08-04,2022,IRON MOUNTAIN INC,Joint Venture,Joint Venture,,72.0,1,"Iron Mountain leases 83 MW of data center capacity in Q2 2022, including 72 MW on its Northern Virginia campus for VA-4 and VA-5, and forms a joint venture with Hana Financial for VA-4/VA-5 in which IRM retains 55%",https://www.sec.gov/Archives/edgar/data/1020569/000102056922000159/q22022earningsslides_fin.htm
2022-07-28,2022,"DIGITAL REALTY TRUST, INC.",Joint Venture,Joint Venture,,20.0,1,"Digital Realty announces Digital Realty Mivne JV with Mivne Real Estate to develop a multi-tenant data center campus of up to 20 MW in Petah Tikvah, Israel, and acquires development land in Dublin, Barcelona and Frankfurt supporting 125 MW",https://www.sec.gov/Archives/edgar/data/1297996/000155837022011281/dlr-20220728xex99d1.htm
2022-07-27,2022,EQUINIX INC,Acquisition,Acquisition,,170.0,1,"Equinix closes acquisition of four data centers in Chile from Entel (May 2022), with one additional Entel data center in Lima, Peru expected to close in Q3 2022; xScale portfolio now >170 MW leased",https://www.sec.gov/Archives/edgar/data/1101239/000156459022026686/d323760dex991.htm
2022-05-09,2022,"Applied Blockchain, Inc.",Joint Venture,Joint Venture,,100.0,1,"Applied Blockchain investor deck: Bitmain-affiliate AntPool JV to fund 20% of build-out of up to 1.5 GW of hosting capacity in North America; first 100 MW Jamestown, ND hosting facility (55 MW online) under a 100 MW energy services agreement",https://www.sec.gov/Archives/edgar/data/1144879/000110465922057328/tm2214880d1_ex99-1.htm
2022-04-28,2022,"DIGITAL REALTY TRUST, INC.",Land Acquisition,Other,132.0,144.0,1,"Digital Realty 1Q22 results: signs long-term lease with purchase option on 24-acre Paris parcel (~$132mm, ~144 MW IT) and acquires development land in Zurich (14 MW, $21mm) and Chennai via Brookfield JV (100 MW, $34mm)",https://www.sec.gov/Archives/edgar/data/1297996/000155837022006301/dlr-20220428xex99d1.htm
2022-04-28,2022,IRON MOUNTAIN INC,Lease,Lease,,72.0,1,Iron Mountain signs a 72 MW near build-to-suit data center lease on its Northern Virginia campus (April 2022) after a record 35 MW of Q1 leasing including full lease-up of the 27 MW LON-2 site; raises 2022 leasing target from 50 MW to 130 MW,https://www.sec.gov/Archives/edgar/data/1020569/000102056922000106/q12022earningspressrelease.htm
2022-04-28,2022,CORPORATE OFFICE PROPERTIES TRUST,Sale/Divestiture,Other,223.0,19.25,1,"COPT sells its 19.25 MW DC-6 wholesale data center in Manassas, Virginia for $223mm and places 265k sf Oak Grove C Northern Virginia data center shell in service 100% leased",https://www.sec.gov/Archives/edgar/data/860546/000086054622000019/copt03312022ex991.htm
2022-04-27,2022,EQUINIX INC,Joint Venture,Joint Venture,,100.0,1,"Equinix Q1 2022 earnings release: completes xScale joint ventures with PGIM (Australia, >55 MW Sydney) and GIC (South Korea, >45 MW Seoul), closes MainOne acquisition in West Africa and announces Entel data center acquisition in Chile",https://www.sec.gov/Archives/edgar/data/1101239/000156459022016068/d356545dex991.htm
2022-04-06,2022,10X Capital Venture Acquisition Corp. II,SPAC Merger,Other,1250.0,110.0,1,"PrimeBlock, a crypto-mining data center operator with 110+ MW installed across 12 facilities, agrees to merge with SPAC 10X Capital Venture Acquisition Corp. II at a $1.25bn enterprise value, backed by a $300mm committed equity facility from Cantor Fitzgerald affiliate",https://www.sec.gov/Archives/edgar/data/1848898/000119312522097644/d646309dex991.htm
2022-03-25,2022,CyrusOne Inc.,Acquisition,Acquisition,15000.0,,1,KKR and Global Infrastructure Partners complete ~$15bn all-cash acquisition of data center REIT CyrusOne; shares delisted from Nasdaq,https://www.sec.gov/Archives/edgar/data/1553023/000110465922038090/tm229713d1_ex99-1.htm
2022-03-21,2022,Mawson Infrastructure Group Inc.,Hosting/Colocation Agreement,Other,20.0,100.0,1,"Mawson Q4/FY2021 results: signs 100 MW hosting co-location agreement and $20mm debt facility with Celsius Mining, new 100 MW Midland, PA facility, 12 MW Foundry Digital hosting deal, and Sandersville, GA expansion approved to 230 MW",https://www.sec.gov/Archives/edgar/data/1218683/000121390022013838/ea157185ex99-1_mawsoninfra.htm
2022-02-16,2022,CyrusOne Inc.,Sale/Divestiture,Other,670.0,101.0,1,"CyrusOne Q4 2021 results: pending ~$15bn enterprise-value take-private by KKR and GIP (stockholder-approved Feb 1, 2022), definitive agreement to sell four Houston data centers to DataBank for ~$670mm (5.19% cap rate), and record 101 MW leased in the quarter",https://www.sec.gov/Archives/edgar/data/1553023/000155302322000008/q4_2021ex991-earningsrelea.htm
2022-02-16,2022,EQUINIX INC,Joint Venture,Joint Venture,,,1,"Equinix Q4 2021 earnings release recapping its pending acquisition of MainOne (West Africa), a $575mm xScale JV with PGIM Real Estate in Australia and a $525mm xScale JV with GIC for two Seoul data centers",https://www.sec.gov/Archives/edgar/data/1101239/000156459022005381/d318331dex991.htm
2022-02-10,2022,CORPORATE OFFICE PROPERTIES TRUST,Sale/Divestiture,Other,222.5,19.25,1,"COPT sells 100% of COPT DC-6, its 19.25 MW wholesale data center and sole Wholesale Data Center segment asset, for $222.5mm on January 25, 2022 to fund development",https://www.sec.gov/Archives/edgar/data/860546/000086054622000006/copt12312021ex991.htm
2022-01-27,2022,EQUINIX INC,Joint Venture,Joint Venture,525.0,45.0,1,"Equinix and GIC form US$525 million joint venture to develop two xScale hyperscale data centers (SL2x, SL3x) in Seoul, Korea",https://www.sec.gov/Archives/edgar/data/1101239/000156459022002563/d299272dex991.htm
2021-11-15,2021,"Sila Realty Trust, Inc.",Sale/Divestiture,Other,1320.0,,1,"Sila Realty Trust completes sale of its entire 29-property data center portfolio for $1.32bn, using proceeds to repay $450.8mm of notes and $403mm on its credit facility and pay a $1.75/share special distribution",https://www.sec.gov/Archives/edgar/data/1567925/000156792521000073/exhibit991-q32021earningsr.htm
2021-11-04,2021,"DigitalBridge Group, Inc.",Acquisition,Acquisition,539.0,24.0,1,"DigitalBridge 3Q21 presentation reports Vantage SDC's closed $539mm acquisition of CA22, a 24 MW hyperscale data center adjacent to CA21, plus AtlasEdge's acquisition of 12 Colt data centers across 11 European markets",https://www.sec.gov/Archives/edgar/data/1679688/000167968821000098/digitalbridge_3q21earnin.htm
2021-11-03,2021,EQUINIX INC,Joint Venture,Joint Venture,575.0,,1,Equinix Q3 2021 results announce a $575mm xScale hyperscale data center joint venture with PGIM Real Estate in Australia and closing of the GPX India acquisition,https://www.sec.gov/Archives/edgar/data/1101239/000156459021053974/d233802dex991.htm
2021-10-28,2021,CyrusOne Inc.,Lease,Lease,37.8,20.0,1,"CyrusOne Q3 2021 results: leased 20 MW / 100,000 CSF ($37.8mm annualized GAAP revenue) and acquired land in Frankfurt and San Antonio supporting ~21 MW each",https://www.sec.gov/Archives/edgar/data/1553023/000155302321000088/q3_2021ex991-earningsrelea.htm
2021-10-26,2021,"DIGITAL REALTY TRUST, INC.",Sale/Divestiture,Other,581.0,,1,Digital Realty 3Q21 results: PGIM Real Estate / Digital Realty JV sells 10-data-center North American portfolio for $581mm (~4.5% exit cap on seven stabilized assets); closes India JV with Brookfield; new JV with Pembani Remgro acquires control of Medallion Communications (Nigeria) for ~$29mm,https://www.sec.gov/Archives/edgar/data/1297996/000155837021013506/dlr-20211026xex99d1.htm
2021-10-19,2021,Landmark Infrastructure Partners LP,Debt Financing,Debt Financing,,,1,"Landmark Infrastructure closes securitization of 12 data centers (11 U.S., 1 Canada) via Secured Data Center Revenue Notes issued by DI Issuer LLC under an October 13, 2021 indenture, with Landmark's GP as manager",https://www.sec.gov/Archives/edgar/data/1615346/000156459021051065/lmrk-ex41_8.htm
